,filename,emotion,Features
999,Crema/1024_MTI_SAD_XX.wav,SAD,"tensor([-0.0074, -0.0071, -0.0072,  ...,  0.0000,  0.0000,  0.0000])"
1000,Crema/1037_IWL_NEU_XX.wav,NEU,"tensor([0.0122, 0.0105, 0.0110,  ..., 0.0000, 0.0000, 0.0000])"
1001,Crema/1018_TAI_DIS_XX.wav,DIS,"tensor([0.0022, 0.0024, 0.0025,  ..., 0.0005, 0.0004, 0.0003])"
1002,Crema/1014_TIE_HAP_XX.wav,HAP,"tensor([0.0071, 0.0066, 0.0059,  ..., 0.0000, 0.0000, 0.0000])"
1003,Crema/1048_IWL_ANG_XX.wav,ANG,"tensor([0.0032, 0.0030, 0.0027,  ..., 0.0000, 0.0000, 0.0000])"
1004,Crema/1069_IWL_SAD_XX.wav,SAD,"tensor([-5.3101e-03, -6.1035e-03, -6.3477e-03,  ...,  9.1553e-05,
         2.1362e-04,  2.7466e-04])"
1005,Crema/1077_IEO_ANG_MD.wav,ANG,"tensor([-1.4343e-03, -9.4604e-04, -1.3733e-03,  ..., -3.0518e-05,
        -1.2207e-04, -1.8311e-04])"
1006,Crema/1003_ITH_HAP_XX.wav,HAP,"tensor([0.0039, 0.0031, 0.0034,  ..., 0.0000, 0.0000, 0.0000])"
1007,Crema/1067_ITH_SAD_XX.wav,SAD,"tensor([-1.0742e-02, -1.1047e-02, -1.0956e-02,  ..., -6.1035e-05,
        -1.2207e-04, -1.8311e-04])"
1008,Crema/1062_TSI_HAP_XX.wav,HAP,"tensor([0.0130, 0.0147, 0.0146,  ..., 0.0000, 0.0000, 0.0000])"
1009,Crema/1080_IEO_DIS_MD.wav,DIS,"tensor([-8.2397e-04, -7.9346e-04, -1.2512e-03,  ..., -6.1035e-05,
        -3.0518e-05,  0.0000e+00])"
1010,Crema/1069_ITS_FEA_XX.wav,FEA,"tensor([0.0052, 0.0047, 0.0036,  ..., 0.0013, 0.0013, 0.0013])"
1011,Crema/1086_MTI_SAD_XX.wav,SAD,"tensor([ 0.0000e+00,  0.0000e+00,  0.0000e+00,  ..., -3.0518e-05,
        -3.0518e-05, -3.0518e-05])"
1012,Crema/1027_IEO_SAD_LO.wav,SAD,"tensor([ 4.6997e-03,  5.0659e-03,  4.2114e-03,  ..., -6.1035e-05,
        -3.0518e-05, -3.0518e-05])"
1013,Crema/1051_IWL_FEA_XX.wav,FEA,"tensor([0.0074, 0.0078, 0.0084,  ..., 0.0000, 0.0000, 0.0000])"
1014,Crema/1004_IWW_ANG_XX.wav,ANG,"tensor([0.0038, 0.0035, 0.0038,  ..., 0.0000, 0.0000, 0.0000])"
1015,Crema/1007_IEO_HAP_MD.wav,HAP,"tensor([-3.6621e-03, -2.2583e-03, -1.4954e-03,  ...,  0.0000e+00,
         3.0518e-05,  0.0000e+00])"
1016,Crema/1080_TAI_SAD_XX.wav,SAD,"tensor([-3.4180e-03, -3.2043e-03, -3.9062e-03,  ...,  2.1362e-04,
        -2.1362e-04, -9.1553e-05])"
1017,Crema/1008_ITS_DIS_XX.wav,DIS,"tensor([0.0067, 0.0070, 0.0067,  ..., 0.0000, 0.0000, 0.0000])"
1018,Crema/1084_MTI_FEA_XX.wav,FEA,"tensor([2.9907e-03, 2.6550e-03, 2.8076e-03,  ..., 3.0518e-05, 3.0518e-05,
        3.0518e-05])"
1019,Crema/1051_TSI_DIS_XX.wav,DIS,"tensor([-7.8430e-03, -6.5918e-03, -7.1411e-03,  ..., -9.1553e-05,
         1.5259e-04, -6.1035e-05])"
1020,Crema/1035_IWW_DIS_XX.wav,DIS,"tensor([-0.0030, -0.0028, -0.0027,  ...,  0.0000,  0.0000,  0.0000])"
1021,Crema/1011_WSI_NEU_XX.wav,NEU,"tensor([ 0.0034,  0.0033,  0.0039,  ..., -0.0005, -0.0004, -0.0003])"
1022,Crema/1067_MTI_HAP_XX.wav,HAP,"tensor([ 0.0104,  0.0107,  0.0112,  ..., -0.0001, -0.0001, -0.0002])"
1023,Crema/1024_TSI_NEU_XX.wav,NEU,"tensor([-0.0009, -0.0003,  0.0000,  ...,  0.0000,  0.0000,  0.0000])"
1024,Crema/1067_IEO_FEA_MD.wav,FEA,"tensor([-0.0079, -0.0077, -0.0071,  ..., -0.0002, -0.0002, -0.0002])"
1025,Crema/1049_IEO_HAP_LO.wav,HAP,"tensor([-0.0043, -0.0044, -0.0046,  ...,  0.0000,  0.0000,  0.0000])"
1026,Crema/1027_IEO_ANG_HI.wav,ANG,"tensor([ 0.0053,  0.0059,  0.0069,  ..., -0.0004, -0.0004, -0.0004])"
1027,Crema/1073_IOM_NEU_XX.wav,NEU,"tensor([-0.0110, -0.0109, -0.0102,  ...,  0.0000,  0.0000,  0.0000])"
1028,Crema/1043_WSI_SAD_XX.wav,SAD,"tensor([0.0085, 0.0099, 0.0087,  ..., 0.0000, 0.0000, 0.0000])"
1029,Crema/1023_IEO_DIS_LO.wav,DIS,"tensor([-0.0011, -0.0013, -0.0011,  ..., -0.0003, -0.0003, -0.0002])"
1030,Crema/1040_WSI_NEU_XX.wav,NEU,"tensor([-0.0032, -0.0027, -0.0030,  ...,  0.0000,  0.0000,  0.0000])"
1031,Crema/1021_IOM_ANG_XX.wav,ANG,"tensor([-0.0002,  0.0002,  0.0002,  ...,  0.0000,  0.0000,  0.0000])"
1032,Crema/1047_DFA_SAD_XX.wav,SAD,"tensor([-0.0013, -0.0003, -0.0001,  ...,  0.0000,  0.0000,  0.0000])"
1033,Crema/1085_IEO_NEU_XX.wav,NEU,"tensor([-1.5259e-03, -7.0190e-04, -9.4604e-04,  ..., -2.4414e-04,
        -1.5259e-04, -6.1035e-05])"
1034,Crema/1026_ITS_ANG_XX.wav,ANG,"tensor([-0.0009, -0.0013, -0.0016,  ...,  0.0000,  0.0000,  0.0000])"
1035,Crema/1003_TIE_HAP_XX.wav,HAP,"tensor([4.3030e-03, 3.9978e-03, 3.2959e-03,  ..., 0.0000e+00, 3.0518e-05,
        3.0518e-05])"
1036,Crema/1058_ITH_DIS_XX.wav,DIS,"tensor([0.0043, 0.0038, 0.0049,  ..., 0.0000, 0.0000, 0.0000])"
1037,Crema/1033_MTI_DIS_XX.wav,DIS,"tensor([-0.0042, -0.0042, -0.0040,  ...,  0.0000,  0.0000,  0.0000])"
1038,Crema/1016_MTI_ANG_XX.wav,ANG,"tensor([-7.1716e-03, -8.0261e-03, -7.2937e-03,  ...,  6.1035e-05,
         0.0000e+00,  3.0518e-05])"
1039,Crema/1057_MTI_DIS_XX.wav,DIS,"tensor([0.0046, 0.0044, 0.0024,  ..., 0.0000, 0.0000, 0.0000])"
1040,Crema/1008_IWW_DIS_XX.wav,DIS,"tensor([ 0.0060,  0.0054,  0.0066,  ..., -0.0063, -0.0035, -0.0020])"
1041,Crema/1040_TIE_SAD_XX.wav,SAD,"tensor([0.0013, 0.0023, 0.0013,  ..., 0.0000, 0.0000, 0.0000])"
1042,Crema/1043_ITH_NEU_XX.wav,NEU,"tensor([-8.0872e-03, -8.8806e-03, -9.5825e-03,  ...,  0.0000e+00,
         0.0000e+00, -3.0518e-05])"
1043,Crema/1066_MTI_FEA_XX.wav,FEA,"tensor([-5.4932e-04, -3.0518e-05, -1.8311e-04,  ...,  3.0518e-05,
         0.0000e+00,  3.0518e-05])"
1044,Crema/1030_IEO_DIS_MD.wav,DIS,"tensor([0.0055, 0.0060, 0.0056,  ..., 0.0003, 0.0002, 0.0001])"
1045,Crema/1090_DFA_NEU_XX.wav,NEU,"tensor([ 4.0283e-03,  4.5471e-03,  4.6997e-03,  ..., -6.1035e-05,
        -6.1035e-05, -6.1035e-05])"
1046,Crema/1031_TSI_HAP_XX.wav,HAP,"tensor([-0.0013,  0.0005,  0.0007,  ...,  0.0000,  0.0000,  0.0000])"
1047,Crema/1064_TIE_FEA_XX.wav,FEA,"tensor([ 0.0021, -0.0005,  0.0029,  ...,  0.0000,  0.0000,  0.0000])"
1048,Crema/1066_IWL_DIS_XX.wav,DIS,"tensor([ 1.6174e-03,  1.9226e-03,  1.0071e-03,  ..., -1.2207e-04,
        -3.0518e-05, -1.2207e-04])"
1049,Crema/1066_ITS_SAD_XX.wav,SAD,"tensor([-0.0067, -0.0074, -0.0070,  ...,  0.0000,  0.0000,  0.0000])"
1050,Crema/1062_IEO_NEU_XX.wav,NEU,"tensor([0.0047, 0.0049, 0.0049,  ..., 0.0000, 0.0000, 0.0000])"
1051,Crema/1058_IEO_ANG_LO.wav,ANG,"tensor([8.2397e-04, 1.3428e-03, 1.4954e-03,  ..., 6.1035e-05, 6.1035e-05,
        3.0518e-05])"
1052,Crema/1040_WSI_ANG_XX.wav,ANG,"tensor([0.0036, 0.0040, 0.0044,  ..., 0.0000, 0.0000, 0.0000])"
1053,Crema/1017_TSI_FEA_XX.wav,FEA,"tensor([-4.8523e-03, -4.0283e-03, -2.5330e-03,  ..., -3.0518e-05,
        -6.1035e-05, -9.1553e-05])"
1054,Crema/1009_IEO_SAD_LO.wav,SAD,"tensor([0.0031, 0.0031, 0.0038,  ..., 0.0004, 0.0003, 0.0004])"
1055,Crema/1090_TSI_HAP_XX.wav,HAP,"tensor([-5.7983e-04, -1.0681e-03, -1.3428e-03,  ...,  1.2207e-04,
         1.5259e-04,  9.1553e-05])"
1056,Crema/1033_IEO_FEA_LO.wav,FEA,"tensor([-0.0002,  0.0001, -0.0005,  ...,  0.0000,  0.0000,  0.0000])"
1057,Crema/1021_IWL_ANG_XX.wav,ANG,"tensor([-0.0018, -0.0007, -0.0017,  ...,  0.0000,  0.0000,  0.0000])"
1058,Crema/1034_IWL_DIS_XX.wav,DIS,"tensor([-0.0019, -0.0016, -0.0016,  ...,  0.0000,  0.0000,  0.0000])"
1059,Crema/1010_TAI_HAP_XX.wav,HAP,"tensor([-0.0060, -0.0053, -0.0056,  ...,  0.0000,  0.0000,  0.0000])"
1060,Crema/1061_MTI_DIS_XX.wav,DIS,"tensor([-0.0029, -0.0026, -0.0033,  ...,  0.0000,  0.0000,  0.0000])"
1061,Crema/1076_IEO_ANG_HI.wav,ANG,"tensor([0.0052, 0.0061, 0.0067,  ..., 0.0000, 0.0000, 0.0000])"
1062,Crema/1020_IEO_ANG_HI.wav,ANG,"tensor([-0.0025, -0.0030, -0.0027,  ...,  0.0000,  0.0000,  0.0000])"
1063,Crema/1055_IEO_NEU_XX.wav,NEU,"tensor([0.0031, 0.0032, 0.0042,  ..., 0.0000, 0.0000, 0.0000])"
1064,Crema/1086_IWW_HAP_XX.wav,HAP,"tensor([ 4.3945e-03,  4.2419e-03,  4.1504e-03,  ..., -9.1553e-05,
         9.1553e-05,  1.2207e-04])"
1065,Crema/1025_TAI_SAD_XX.wav,SAD,"tensor([8.5449e-03, 8.5449e-03, 8.6060e-03,  ..., 2.4414e-04, 1.2207e-04,
        6.1035e-05])"
1066,Crema/1063_ITS_HAP_XX.wav,HAP,"tensor([-0.0014, -0.0019, -0.0023,  ...,  0.0000,  0.0000,  0.0000])"
1067,Crema/1015_IEO_FEA_HI.wav,FEA,"tensor([-9.5520e-03, -7.9651e-03, -8.0261e-03,  ...,  0.0000e+00,
         0.0000e+00, -6.1035e-05])"
1068,Crema/1011_DFA_NEU_XX.wav,NEU,"tensor([0.0040, 0.0044, 0.0053,  ..., 0.0000, 0.0000, 0.0000])"
1069,Crema/1029_ITS_ANG_XX.wav,ANG,"tensor([ 2.0752e-03,  1.9531e-03,  1.4954e-03,  ..., -6.1035e-05,
        -6.1035e-05,  0.0000e+00])"
1070,Crema/1090_TAI_HAP_XX.wav,HAP,"tensor([ 0.0012,  0.0011,  0.0010,  ..., -0.0004, -0.0004, -0.0004])"
1071,Crema/1013_TAI_SAD_XX.wav,SAD,"tensor([-0.0029, -0.0028, -0.0030,  ...,  0.0000,  0.0000,  0.0000])"
1072,Crema/1059_TSI_HAP_XX.wav,HAP,"tensor([0.0025, 0.0018, 0.0015,  ..., 0.0000, 0.0000, 0.0000])"
1073,Crema/1089_IEO_ANG_HI.wav,ANG,"tensor([ 2.4414e-04,  4.2725e-04,  2.7466e-04,  ..., -3.0518e-05,
         0.0000e+00, -3.0518e-05])"
1074,Crema/1024_MTI_ANG_XX.wav,ANG,"tensor([0.0070, 0.0064, 0.0066,  ..., 0.0000, 0.0000, 0.0000])"
1075,Crema/1004_MTI_ANG_XX.wav,ANG,"tensor([0.0044, 0.0039, 0.0034,  ..., 0.0000, 0.0000, 0.0000])"
1076,Crema/1072_TSI_FEA_XX.wav,FEA,"tensor([0.0017, 0.0024, 0.0034,  ..., 0.0000, 0.0000, 0.0000])"
1077,Crema/1001_IEO_FEA_HI.wav,FEA,"tensor([-0.0029, -0.0030, -0.0031,  ...,  0.0000,  0.0000,  0.0000])"
1078,Crema/1040_IWL_NEU_XX.wav,NEU,"tensor([-0.0020, -0.0013, -0.0012,  ...,  0.0000,  0.0000,  0.0000])"
1079,Crema/1016_ITH_NEU_XX.wav,NEU,"tensor([ 1.3367e-02,  1.2787e-02,  1.2329e-02,  ..., -9.1553e-05,
         0.0000e+00, -2.4414e-04])"
1080,Crema/1071_TIE_NEU_XX.wav,NEU,"tensor([0.0011, 0.0005, 0.0013,  ..., 0.0004, 0.0006, 0.0007])"
1081,Crema/1052_TSI_NEU_XX.wav,NEU,"tensor([0.0013, 0.0004, 0.0006,  ..., 0.0003, 0.0004, 0.0001])"
1082,Crema/1013_TSI_HAP_XX.wav,HAP,"tensor([ 0.0000e+00,  0.0000e+00,  0.0000e+00,  ..., -3.0518e-05,
        -3.0518e-05, -9.1553e-05])"
1083,Crema/1038_TSI_NEU_XX.wav,NEU,"tensor([-8.4839e-03, -8.3313e-03, -9.2468e-03,  ...,  0.0000e+00,
         0.0000e+00,  3.0518e-05])"
1084,Crema/1022_IEO_HAP_MD.wav,HAP,"tensor([-0.0077, -0.0087, -0.0087,  ...,  0.0000,  0.0000,  0.0000])"
1085,Crema/1018_ITH_FEA_XX.wav,FEA,"tensor([0.0020, 0.0029, 0.0028,  ..., 0.0000, 0.0000, 0.0000])"
1086,Crema/1047_WSI_HAP_XX.wav,HAP,"tensor([ 6.6528e-03,  5.4932e-03,  5.7678e-03,  ..., -1.5259e-04,
        -1.2207e-04, -6.1035e-05])"
1087,Crema/1058_ITH_ANG_XX.wav,ANG,"tensor([-5.5237e-03, -5.2185e-03, -5.7373e-03,  ...,  3.0518e-05,
         3.0518e-05,  3.0518e-05])"
1088,Crema/1009_IOM_ANG_XX.wav,ANG,"tensor([0.0025, 0.0023, 0.0024,  ..., 0.0000, 0.0000, 0.0000])"
1089,Crema/1072_TSI_SAD_XX.wav,SAD,"tensor([-0.0005,  0.0001, -0.0002,  ...,  0.0000,  0.0000,  0.0000])"
1090,Crema/1016_IEO_ANG_HI.wav,ANG,"tensor([-6.8359e-03, -6.2561e-03, -5.0659e-03,  ...,  3.0518e-05,
         3.0518e-05,  3.0518e-05])"
1091,Crema/1081_IEO_SAD_MD.wav,SAD,"tensor([-0.0006, -0.0003, -0.0006,  ...,  0.0000,  0.0000,  0.0000])"
1092,Crema/1088_DFA_NEU_XX.wav,NEU,"tensor([0.0003, 0.0001, 0.0003,  ..., 0.0000, 0.0000, 0.0000])"
1093,Crema/1077_WSI_FEA_XX.wav,FEA,"tensor([-0.0001, -0.0009, -0.0014,  ...,  0.0000,  0.0000,  0.0000])"
1094,Crema/1051_IEO_HAP_HI.wav,HAP,"tensor([0.0002, 0.0010, 0.0025,  ..., 0.0000, 0.0000, 0.0000])"
1095,Crema/1064_DFA_NEU_XX.wav,NEU,"tensor([0.0009, 0.0004, 0.0010,  ..., 0.0000, 0.0000, 0.0000])"
1096,Crema/1066_TSI_HAP_XX.wav,HAP,"tensor([3.6926e-03, 6.4087e-03, 5.4321e-03,  ..., 3.0518e-05, 6.1035e-05,
        0.0000e+00])"
1097,Crema/1003_IWL_ANG_XX.wav,ANG,"tensor([-0.0007, -0.0002, -0.0007,  ...,  0.0000,  0.0000,  0.0000])"
1098,Crema/1041_IEO_NEU_XX.wav,NEU,"tensor([0.0035, 0.0034, 0.0044,  ..., 0.0000, 0.0000, 0.0000])"
1099,Crema/1066_DFA_FEA_XX.wav,FEA,"tensor([0.0071, 0.0062, 0.0059,  ..., 0.0000, 0.0000, 0.0000])"
1100,Crema/1001_TAI_HAP_XX.wav,HAP,"tensor([8.8501e-04, 2.5024e-03, 1.8005e-03,  ..., 6.1035e-05, 6.1035e-05,
        6.1035e-05])"
1101,Crema/1035_IOM_FEA_XX.wav,FEA,"tensor([ 5.1880e-04,  2.4414e-04,  5.1880e-04,  ...,  3.0518e-05,
        -3.0518e-05,  3.0518e-05])"
1102,Crema/1019_TAI_ANG_XX.wav,ANG,"tensor([-0.0097, -0.0087, -0.0088,  ...,  0.0000,  0.0000,  0.0000])"
1103,Crema/1074_WSI_DIS_XX.wav,DIS,"tensor([4.7913e-03, 5.7678e-03, 6.7749e-03,  ..., 3.0518e-05, 3.0518e-05,
        0.0000e+00])"
1104,Crema/1017_IEO_DIS_HI.wav,DIS,"tensor([0.0006, 0.0005, 0.0005,  ..., 0.0004, 0.0003, 0.0003])"
1105,Crema/1077_DFA_NEU_XX.wav,NEU,"tensor([0.0009, 0.0007, 0.0020,  ..., 0.0000, 0.0000, 0.0000])"
1106,Crema/1034_IWW_NEU_XX.wav,NEU,"tensor([0.0061, 0.0063, 0.0064,  ..., 0.0000, 0.0000, 0.0000])"
1107,Crema/1006_ITS_DIS_XX.wav,DIS,"tensor([-0.0035, -0.0048, -0.0063,  ...,  0.0070,  0.0056,  0.0035])"
1108,Crema/1067_IEO_SAD_MD.wav,SAD,"tensor([5.2795e-03, 4.3030e-03, 4.2419e-03,  ..., 3.0518e-05, 3.0518e-05,
        0.0000e+00])"
1109,Crema/1044_TAI_SAD_XX.wav,SAD,"tensor([0.0031, 0.0039, 0.0032,  ..., 0.0000, 0.0000, 0.0000])"
1110,Crema/1052_DFA_NEU_XX.wav,NEU,"tensor([0.0006, 0.0016, 0.0012,  ..., 0.0000, 0.0000, 0.0000])"
1111,Crema/1011_DFA_SAD_XX.wav,SAD,"tensor([3.3569e-04, 1.2512e-03, 1.0071e-03,  ..., 3.0518e-05, 6.1035e-05,
        6.1035e-05])"
1112,Crema/1043_IEO_NEU_XX.wav,NEU,"tensor([0.0032, 0.0031, 0.0031,  ..., 0.0000, 0.0000, 0.0000])"
1113,Crema/1032_TIE_FEA_XX.wav,FEA,"tensor([-6.9580e-03, -6.6833e-03, -6.4392e-03,  ..., -6.1035e-05,
        -6.1035e-05, -9.1553e-05])"
1114,Crema/1001_TSI_HAP_XX.wav,HAP,"tensor([0.0028, 0.0017, 0.0012,  ..., 0.0001, 0.0002, 0.0002])"
1115,Crema/1010_IWL_NEU_XX.wav,NEU,"tensor([0.0010, 0.0027, 0.0022,  ..., 0.0002, 0.0002, 0.0003])"
1116,Crema/1066_ITS_NEU_XX.wav,NEU,"tensor([-0.0032, -0.0027, -0.0020,  ...,  0.0000,  0.0000,  0.0000])"
1117,Crema/1048_TIE_ANG_XX.wav,ANG,"tensor([0.0090, 0.0089, 0.0080,  ..., 0.0002, 0.0004, 0.0000])"
1118,Crema/1035_TAI_DIS_XX.wav,DIS,"tensor([-0.0100, -0.0097, -0.0101,  ...,  0.0000,  0.0000,  0.0000])"
1119,Crema/1023_IWW_FEA_XX.wav,FEA,"tensor([ 3.6926e-03,  2.6245e-03,  3.3569e-03,  ..., -3.0518e-05,
         6.1035e-05, -9.1553e-05])"
1120,Crema/1065_IEO_HAP_LO.wav,HAP,"tensor([-0.0132, -0.0114, -0.0104,  ...,  0.0000,  0.0000,  0.0000])"
1121,Crema/1051_IEO_ANG_HI.wav,ANG,"tensor([-0.0026, -0.0015, -0.0016,  ...,  0.0000,  0.0000,  0.0000])"
1122,Crema/1025_DFA_SAD_XX.wav,SAD,"tensor([3.9978e-03, 5.0354e-03, 5.0049e-03,  ..., 1.2207e-04, 6.1035e-05,
        6.1035e-05])"
1123,Crema/1053_IEO_DIS_MD.wav,DIS,"tensor([ 9.1553e-05, -2.7466e-04, -1.4954e-03,  ...,  3.0518e-05,
         0.0000e+00,  0.0000e+00])"
1124,Crema/1077_IWL_ANG_XX.wav,ANG,"tensor([0.0050, 0.0046, 0.0054,  ..., 0.0000, 0.0000, 0.0000])"
1125,Crema/1037_TSI_DIS_XX.wav,DIS,"tensor([ 4.0894e-03,  3.0823e-03,  4.1199e-03,  ..., -6.1035e-05,
        -6.1035e-05, -6.1035e-05])"
1126,Crema/1076_ITS_ANG_XX.wav,ANG,"tensor([0.0023, 0.0034, 0.0044,  ..., 0.0000, 0.0000, 0.0000])"
1127,Crema/1016_TIE_NEU_XX.wav,NEU,"tensor([0.0022, 0.0011, 0.0006,  ..., 0.0005, 0.0004, 0.0005])"
1128,Crema/1045_IEO_ANG_HI.wav,ANG,"tensor([-0.0094, -0.0117, -0.0115,  ...,  0.0000,  0.0000,  0.0000])"
1129,Crema/1045_IWW_NEU_XX.wav,NEU,"tensor([1.2817e-03, 9.1553e-04, 1.4038e-03,  ..., 3.0518e-05, 3.0518e-05,
        3.0518e-05])"
1130,Crema/1018_WSI_HAP_XX.wav,HAP,"tensor([ 0.0003, -0.0002, -0.0004,  ...,  0.0000,  0.0000,  0.0000])"
1131,Crema/1055_IWL_NEU_XX.wav,NEU,"tensor([1.1597e-02, 1.2177e-02, 1.2665e-02,  ..., 3.0518e-05, 0.0000e+00,
        0.0000e+00])"
1132,Crema/1016_DFA_SAD_XX.wav,SAD,"tensor([-0.0081, -0.0065, -0.0068,  ...,  0.0000,  0.0000,  0.0000])"
1133,Crema/1050_IWL_DIS_XX.wav,DIS,"tensor([-0.0030, -0.0031, -0.0031,  ...,  0.0000,  0.0000,  0.0000])"
1134,Crema/1054_IWW_DIS_XX.wav,DIS,"tensor([-0.0047, -0.0042, -0.0046,  ...,  0.0000,  0.0000,  0.0000])"
1135,Crema/1049_TAI_DIS_XX.wav,DIS,"tensor([-0.0034, -0.0033, -0.0033,  ...,  0.0000,  0.0000,  0.0000])"
1136,Crema/1016_MTI_DIS_XX.wav,DIS,"tensor([0.0042, 0.0057, 0.0070,  ..., 0.0000, 0.0000, 0.0000])"
1137,Crema/1090_TSI_FEA_XX.wav,FEA,"tensor([0.0030, 0.0028, 0.0025,  ..., 0.0000, 0.0000, 0.0000])"
1138,Crema/1055_TAI_DIS_XX.wav,DIS,"tensor([-2.9602e-03, -2.4719e-03, -2.3499e-03,  ...,  1.5259e-04,
         1.2207e-04,  9.1553e-05])"
1139,Crema/1083_MTI_SAD_XX.wav,SAD,"tensor([-0.0012, -0.0009, -0.0011,  ...,  0.0046,  0.0044,  0.0046])"
1140,Crema/1041_WSI_NEU_XX.wav,NEU,"tensor([-6.1035e-05, -1.2207e-04,  7.3242e-04,  ...,  0.0000e+00,
         0.0000e+00,  0.0000e+00])"
1141,Crema/1044_IEO_FEA_LO.wav,FEA,"tensor([-1.9836e-03, -1.9226e-03, -1.9226e-03,  ..., -6.1035e-05,
         3.0518e-05,  9.1553e-05])"
1142,Crema/1067_IWW_DIS_XX.wav,DIS,"tensor([0.0030, 0.0002, 0.0007,  ..., 0.0000, 0.0000, 0.0000])"
1143,Crema/1036_ITS_NEU_XX.wav,NEU,"tensor([0.0107, 0.0097, 0.0101,  ..., 0.0000, 0.0000, 0.0000])"
1144,Crema/1078_DFA_SAD_XX.wav,SAD,"tensor([0.0033, 0.0023, 0.0023,  ..., 0.0000, 0.0000, 0.0000])"
1145,Crema/1041_TIE_SAD_XX.wav,SAD,"tensor([-1.3519e-02, -1.3855e-02, -1.3977e-02,  ..., -6.1035e-05,
        -9.1553e-05, -9.1553e-05])"
1146,Crema/1044_IOM_DIS_XX.wav,DIS,"tensor([0.0057, 0.0058, 0.0050,  ..., 0.0000, 0.0000, 0.0000])"
1147,Crema/1016_TAI_FEA_XX.wav,FEA,"tensor([0.0031, 0.0028, 0.0034,  ..., 0.0000, 0.0000, 0.0000])"
1148,Crema/1073_IOM_FEA_XX.wav,FEA,"tensor([-6.1035e-04, -2.4414e-04, -6.4087e-04,  ...,  9.1553e-05,
         6.1035e-05,  6.1035e-05])"
1149,Crema/1090_IOM_FEA_XX.wav,FEA,"tensor([0.0039, 0.0041, 0.0046,  ..., 0.0000, 0.0000, 0.0000])"
1150,Crema/1066_IEO_FEA_LO.wav,FEA,"tensor([0.0033, 0.0026, 0.0023,  ..., 0.0000, 0.0000, 0.0000])"
1151,Crema/1058_IWL_FEA_XX.wav,FEA,"tensor([-0.0070, -0.0065, -0.0058,  ...,  0.0000,  0.0000,  0.0000])"
1152,Crema/1080_ITH_ANG_XX.wav,ANG,"tensor([0.0066, 0.0070, 0.0067,  ..., 0.0000, 0.0000, 0.0000])"
1153,Crema/1086_IEO_SAD_LO.wav,SAD,"tensor([ 0.0000e+00,  0.0000e+00,  0.0000e+00,  ..., -3.0518e-05,
        -6.1035e-05, -3.0518e-05])"
1154,Crema/1004_TAI_DIS_XX.wav,DIS,"tensor([-0.0028, -0.0036, -0.0036,  ...,  0.0000,  0.0000,  0.0000])"
1155,Crema/1010_IEO_DIS_LO.wav,DIS,"tensor([9.3689e-03, 9.9182e-03, 9.9487e-03,  ..., 3.0518e-05, 3.0518e-05,
        3.0518e-05])"
1156,Crema/1034_IWW_FEA_XX.wav,FEA,"tensor([0.0074, 0.0080, 0.0070,  ..., 0.0000, 0.0000, 0.0000])"
1157,Crema/1077_TSI_SAD_XX.wav,SAD,"tensor([-0.0045, -0.0040, -0.0023,  ...,  0.0000,  0.0000,  0.0000])"
1158,Crema/1081_IEO_ANG_HI.wav,ANG,"tensor([-1.7090e-03, -2.2888e-03, -1.6479e-03,  ...,  9.1553e-05,
         1.2207e-04,  1.2207e-04])"
1159,Crema/1042_MTI_FEA_XX.wav,FEA,"tensor([-0.0022, -0.0028, -0.0013,  ...,  0.0000,  0.0000,  0.0000])"
1160,Crema/1068_WSI_HAP_XX.wav,HAP,"tensor([ 4.2725e-03,  4.9133e-03,  3.5400e-03,  ...,  1.5259e-04,
         3.0518e-05, -6.1035e-05])"
1161,Crema/1085_ITH_HAP_XX.wav,HAP,"tensor([0.0062, 0.0058, 0.0056,  ..., 0.0004, 0.0003, 0.0000])"
1162,Crema/1011_IWL_NEU_XX.wav,NEU,"tensor([-0.0035, -0.0040, -0.0038,  ...,  0.0000,  0.0000,  0.0000])"
1163,Crema/1064_DFA_ANG_XX.wav,ANG,"tensor([1.7090e-03, 7.0190e-04, 8.2397e-04,  ..., 6.1035e-05, 1.2207e-04,
        6.1035e-05])"
1164,Crema/1038_IOM_FEA_XX.wav,FEA,"tensor([ 0.0031,  0.0030,  0.0037,  ..., -0.0002, -0.0002,  0.0000])"
1165,Crema/1060_MTI_HAP_XX.wav,HAP,"tensor([-0.0014, -0.0029, -0.0018,  ...,  0.0000,  0.0000,  0.0000])"
1166,Crema/1035_TIE_FEA_XX.wav,FEA,"tensor([-0.0090, -0.0088, -0.0086,  ...,  0.0001,  0.0001,  0.0000])"
1167,Crema/1002_DFA_HAP_XX.wav,HAP,"tensor([6.7139e-04, 1.1597e-03, 2.6245e-03,  ..., 0.0000e+00, 0.0000e+00,
        3.0518e-05])"
1168,Crema/1049_IEO_DIS_LO.wav,DIS,"tensor([ 0.0000e+00,  0.0000e+00,  0.0000e+00,  ..., -9.1553e-05,
        -9.1553e-05,  0.0000e+00])"
1169,Crema/1009_IWW_SAD_XX.wav,SAD,"tensor([0.0038, 0.0031, 0.0025,  ..., 0.0000, 0.0000, 0.0000])"
1170,Crema/1057_IEO_FEA_HI.wav,FEA,"tensor([0.0038, 0.0044, 0.0036,  ..., 0.0000, 0.0000, 0.0000])"
